genere,genere_key,phylum,classe,ordine,famiglia,fonte_lookup
Othnielosaurus,othnielosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Nanosaurus,nanosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Dryosaurus,dryosaurus,Chordata,Reptilia,Ornithischia,Dryosauridae,dinosaurs.csv
Kritosaurus,kritosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Kritosaurus,kritosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Dinehichnus,dinehichnus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Parasaurolophus,parasaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Kritosaurus,kritosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Sousaichnium,sousaichnium,Chordata,Reptilia,Ornithischia,Iguanodontidae,dinosaurs.csv
Staurichnium,staurichnium,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Camptosaurus,camptosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Kritosaurus,kritosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Dryosaurus,dryosaurus,Chordata,Reptilia,Ornithischia,Dryosauridae,dinosaurs.csv
Drinker,drinker,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Camptosaurus,camptosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Moyenisauropus,moyenisauropus,Chordata,Reptilia,Ornithischia,Moyenisauropodidae,dinosaurs.csv
Moyenisauropus,moyenisauropus,Chordata,Reptilia,Ornithischia,Moyenisauropodidae,dinosaurs.csv
Huehuecanauhtlus,huehuecanauhtlus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Yandusaurus,yandusaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Camptosaurichnus,camptosaurichnus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Hadrosaurus,hadrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Shantungosaurus,shantungosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Dryosaurus,dryosaurus,Chordata,Reptilia,Ornithischia,Dryosauridae,dinosaurs.csv
Camptosaurus,camptosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Hadrosaurus,hadrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Mantellisaurus,mantellisaurus,Chordata,Reptilia,Ornithischia,Iguanodontidae,dinosaurs.csv
Hypselospinus,hypselospinus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Bagaceratops,bagaceratops,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Turanoceratops,turanoceratops,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Turanoceratops,turanoceratops,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Levnesovia,levnesovia,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Turanoceratops,turanoceratops,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Turanoceratops,turanoceratops,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Levnesovia,levnesovia,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Turanoceratops,turanoceratops,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Turanoceratops,turanoceratops,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Hadrosaurus,hadrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Asiaceratops,asiaceratops,Chordata,Reptilia,Ornithischia,Leptoceratopsidae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Camptosaurus,camptosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Camptosaurus,camptosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Secernosaurus,secernosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Prosaurolophus,prosaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Drinker,drinker,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Panoplosaurus,panoplosaurus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Edmontonia,edmontonia,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Lambeosaurus,lambeosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Gryposaurus,gryposaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Gryposaurus,gryposaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Panoplosaurus,panoplosaurus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Prosaurolophus,prosaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Lambeosaurus,lambeosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Kosmoceratops,kosmoceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Gryposaurus,gryposaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Gryposaurus,gryposaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Scolosaurus,scolosaurus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Parasaurolophus,parasaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Prosaurolophus,prosaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Lambeosaurus,lambeosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Edmontonia,edmontonia,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Brachylophosaurus,brachylophosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Prosaurolophus,prosaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Prosaurolophus,prosaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Valdosaurus,valdosaurus,Chordata,Reptilia,Ornithischia,Dryosauridae,dinosaurs.csv
Hypsilophodon,hypsilophodon,Chordata,Reptilia,Ornithischia,Hypsilophodontidae,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Dacentrurus,dacentrurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Gryposaurus,gryposaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Edmontonia,edmontonia,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Centrosaurus,centrosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Gryposaurus,gryposaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Lambeosaurus,lambeosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Styracosaurus,styracosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Pachycephalosaurus,pachycephalosaurus,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Lambeosaurus,lambeosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Rhabdodon,rhabdodon,Chordata,Reptilia,Ornithischia,Rhabdodontidae,dinosaurs.csv
Zalmoxes,zalmoxes,Chordata,Reptilia,Ornithischia,Rhabdodontidae,dinosaurs.csv
Struthiosaurus,struthiosaurus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Ouranosaurus,ouranosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Muttaburrasaurus,muttaburrasaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Heterodontosaurus,heterodontosaurus,Chordata,Reptilia,Ornithischia,Heterodontosauridae,dinosaurs.csv
Polacanthus,polacanthus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Polacanthus,polacanthus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Pinacosaurus,pinacosaurus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Colepiocephale,colepiocephale,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Hadrosaurus,hadrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Anoplosaurus,anoplosaurus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Telmatosaurus,telmatosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Rhabdodon,rhabdodon,Chordata,Reptilia,Ornithischia,Rhabdodontidae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Tuojiangosaurus,tuojiangosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Chungkingosaurus,chungkingosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Unescoceratops,unescoceratops,Chordata,Reptilia,Ornithischia,Leptoceratopsidae,dinosaurs.csv
Coronosaurus,coronosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Coronosaurus,coronosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Psittacosaurus,psittacosaurus,Chordata,Reptilia,Ornithischia,Psittacosauridae,dinosaurs.csv
Minmi,minmi,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Tenontosaurus,tenontosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Cedarpelta,cedarpelta,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Struthiosaurus,struthiosaurus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Struthiosaurus,struthiosaurus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Hypacrosaurus,hypacrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Dacentrurus,dacentrurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Polacanthus,polacanthus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Polacanthus,polacanthus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Achelousaurus,achelousaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Rubeosaurus,rubeosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Brachyceratops,brachyceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Orodromeus,orodromeus,Chordata,Reptilia,Ornithischia,Thescelosauridae,dinosaurs.csv
Einiosaurus,einiosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Hypacrosaurus,hypacrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Camptosaurus,camptosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Psittacosaurus,psittacosaurus,Chordata,Reptilia,Ornithischia,Psittacosauridae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Euoplocephalus,euoplocephalus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Parasaurolophus,parasaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Pinacosaurus,pinacosaurus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Tanius,tanius,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Kritosaurus,kritosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Monoclonius,monoclonius,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Monoclonius,monoclonius,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Ankylosaurus,ankylosaurus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Scolosaurus,scolosaurus,Chordata,Reptilia,Ornithischia,Ankylosauridae,dinosaurs.csv
Panoplosaurus,panoplosaurus,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Glyptodontopelta,glyptodontopelta,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Glyptodontopelta,glyptodontopelta,Chordata,Reptilia,Ornithischia,Nodosauridae,dinosaurs.csv
Pentaceratops,pentaceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Muttaburrasaurus,muttaburrasaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Stegosaurus,stegosaurus,Chordata,Reptilia,Ornithischia,Stegosauridae,dinosaurs.csv
Corythosaurus,corythosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Protoceratops,protoceratops,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Shuangmiaosaurus,shuangmiaosaurus,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Pentaceratops,pentaceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Pentaceratops,pentaceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Asiaceratops,asiaceratops,Chordata,Reptilia,Ornithischia,Leptoceratopsidae,dinosaurs.csv
Prosaurolophus,prosaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Lambeosaurus,lambeosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Hadrosaurus,hadrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Edmontosaurus,edmontosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Pachyrhinosaurus,pachyrhinosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Leptoceratops,leptoceratops,Chordata,Reptilia,Ornithischia,Leptoceratopsidae,dinosaurs.csv
Iguanodon,iguanodon,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Monoclonius,monoclonius,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Monoclonius,monoclonius,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Chasmosaurus,chasmosaurus,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Mantellisaurus,mantellisaurus,Chordata,Reptilia,Ornithischia,Iguanodontidae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Triceratops,triceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Saurolophus,saurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Hypacrosaurus,hypacrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Hypacrosaurus,hypacrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Hypacrosaurus,hypacrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Hypacrosaurus,hypacrosaurus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Leptoceratops,leptoceratops,Chordata,Reptilia,Ornithischia,Leptoceratopsidae,dinosaurs.csv
Anchiceratops,anchiceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Anchiceratops,anchiceratops,Chordata,Reptilia,Ornithischia,Ceratopsidae,dinosaurs.csv
Prosaurolophus,prosaurolophus,Chordata,Reptilia,Ornithischia,Hadrosauridae,dinosaurs.csv
Dinosauropodes,dinosauropodes,Chordata,Reptilia,Ornithischia,,dinosaurs.csv
Pachycephalosaurus,pachycephalosaurus,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Pachycephalosaurus,pachycephalosaurus,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Hanssuesia,hanssuesia,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Prenocephale,prenocephale,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Prenocephale,prenocephale,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Prenocephale,prenocephale,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Prenocephale,prenocephale,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Colepiocephale,colepiocephale,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Hanssuesia,hanssuesia,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
Stegoceras,stegoceras,Chordata,Reptilia,Ornithischia,Pachycephalosauridae,dinosaurs.csv
