nome,rango,genere,famiglia,ordine,classe,phylum,origine_dataset,fonte_riempimento_tassonomia
Tsugaepollenites segmentatus,species,Callialasporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Callispora baculoexinus,species,Callispora,,,,,1,
Callispora potoniaei,species,Callispora,,,,,1,
Callispora,genus,Callispora,,,,,1,
Carnoconites compactum,species,Carnoconites,,Pentoxylales,Ginkgoopsida,Ginkgophyta,1,
Williamsonia kakadbhitensis,species,Williamsonia,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Cedripites nudis,species,Cedripites,,,,Gymnospermae,1,
Ceratosporites kutchensis,species,Ceratosporites,,Selaginellales,Lycopodiopsida,Lycopodiophyta,1,
Cerebropollenites nilssonii,species,Cerebropollenites,,,,Gymnospermae,1,
Chara malcolmsonii,species,Chara,Characea,Charales,,Charophyta,1,
Cingulatisporites notaclarus,species,Cingulatisporites,,,Pteridopsida,Pteridophyta,1,
Circella splendidus,species,Circella,,,,,1,
Cirratriradites spinulosus,species,Cirratriradites,,,,,1,
Cladophlebis kathiawarensis,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Cladophlebis frigida longipennis,subspecies,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Cladophlebis daradensis,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Cladophlebis sahnii,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Cladophlebis srivastavae,species,Cladophlebis,,,Polypodiopsida,Pteridophyta,1,
Classopollis minor,species,Classopollis,Cheirolepidiaceae,,Equisetopsida,Equisetophyta,1,
Classopollis pflugii,species,Classopollis,Cheirolepidiaceae,,Equisetopsida,Equisetophyta,1,
Concavisporites crassus,species,Concavisporites,,,,Pteridophyta,1,
Concavisporites cutchensis,species,Concavisporites,,,,Pteridophyta,1,
Concavisporites indicus,species,Concavisporites,,,,Pteridophyta,1,
Concavissimisporites kutchensis,species,Concavissimisporites,,,,Embryophyta,1,
Concavissimisporites minor,species,Concavissimisporites,,,,Embryophyta,1,
Concavissimisporites plexus,species,Concavissimisporites,,,,Embryophyta,1,
Coniferocaulon,genus,Coniferocaulon,,Coniferales,,Gymnospermae,1,
Coniferocaulon latisulcatum,species,Coniferocaulon,,Coniferales,,Gymnospermae,1,
Coniferocaulon rajmahalense,species,Coniferocaulon,,Coniferales,,Gymnospermae,1,
Sphenopteris otagoensis,species,Sphenopteris,,Lyginopteridales,Lyginopteridopsida,Gymnospermae,1,
Conites rajmahalensis,species,Conites,,Cycadeoideales,Cycadeoideopsida,Cycadeoideophyta,1,
Conites sessilis,species,Conites,,Cycadeoideales,Cycadeoideopsida,Cycadeoideophyta,1,
Conites sripermaturensis,species,Conites,,Cycadeoideales,Cycadeoideopsida,Cycadeoideophyta,1,
Converrucosisporites santalensis,species,Converrucosisporites,,,,Pteridophyta,1,
Converrucosisporites sinuotectus,species,Converrucosisporites,,,,Pteridophyta,1,
Crassimonoletes minor,species,Crassimonoletes,,,,,1,
Crassimonoletes surangei,species,Crassimonoletes,,,,,1,
Cupressinoxylon alternans,species,Cupressinoxylon,,Coniferales,,Gymnospermae,1,
Cupressinoxylon coromandelinum,species,Cupressinoxylon,,Coniferales,,Gymnospermae,1,
Cupressinoxylon (Taxodioxylon) rajmahalense,species,Taxodioxylon,Cupressaceae,Coniferales,,Gymnospermae,1,
Cyathidites cutchensis,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Cyathidites ghuneriensis,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Cyathidites grandis,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Cyathidites jurassicus,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Cyathidites medicus,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Cyathidites pseudopunctatus,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Cyathidites rajmahalensis,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Cyathidites trilobatus,species,Cyathidites,,,Pteridopsida,Pteridophyta,1,
Amarjolia dactylota,species,Amarjolia,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Cycadeospermum indicum,species,Cycadeospermum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Cycadolepis indica,species,Cycadolepis,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Cycadolepis oldhamii,species,Cycadolepis,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Cycadolepis pilosa,species,Cycadolepis,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Cycadopites crassisulcatus,species,Cycadopites,,,,Cycadophyta,1,
Cycadopites gracilis,species,Cycadopites,,,,Cycadophyta,1,
Cycadopites sakrigaliensis,species,Cycadopites,,,,Cycadophyta,1,
Dadoxylon agathioides,species,Dadoxylon,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Dadoxylon amraparense,species,Dadoxylon,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Dadoxylon bindrabunense,species,Dadoxylon,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Dadoxylon jurassicum,species,Dadoxylon,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Dadoxylon mandroense,species,Dadoxylon,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Dadoxylon rajmahalense,species,Dadoxylon,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Dadoxylon santalense,species,Dadoxylon,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Pantopteris gracilis,species,Pantopteris,,Filicales,Polypodiopsida,Pteridophyta,1,
Morrisia rajmahalensis,species,Morrisia,,,,Cycadophyta,1,
Cyclogranisporites triletus,species,Cyclogranisporites,,,,,1,
Decisporis panchetensis,species,Decisporis,,,,,1,
Decisporis rudis,species,Decisporis,,,,,1,
Decisporis variabilis,species,Decisporis,,,,,1,
Deltoidospora pseudoreticulata,species,Deltoidospora,,,Pteridopsida,Pteridophyta,1,
Deltoidospora triangularis,species,Deltoidospora,,,Pteridopsida,Pteridophyta,1,
Densipollenites densus,species,Densipollenites,,,,,1,
Densipollenites invisus,species,Densipollenites,,,,,1,
Densipollenites,genus,Densipollenites,,,,,1,
Densoisporites mesozoicus,species,Densoisporites,,Selaginellales,Lycopodiopsida,Lycopodiophyta,1,
Harrisiophyllum indicum,species,Harrisiophyllum,,Coniferales,,Gymnospermae,1,
Desmiophyllum taeniatum,species,Desmiophyllum,,Coniferales,,Gymnospermae,1,
Dictyostelopteris fasciosteleoides,species,Dictyostelopteris,,Filicales,Polypodiopsida,Pteridophyta,1,
Dictyostelopteris jacobii,species,Dictyostelopteris,,Filicales,Polypodiopsida,Pteridophyta,1,
Dictyostelopteris rajmahalense,species,Dictyostelopteris,,Filicales,Polypodiopsida,Pteridophyta,1,
Stellatochara germanica,species,Stellatochara,,,,Charophyta,1,
Stomochara starozhilovae,species,Stomochara,,,,Charophyta,1,
Stenochara kisielevskyi,species,Stenochara,,,,Charophyta,1,
Dictyozamites hallei,species,Dictyozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Dictyozamites feistmantelii,species,Dictyozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Dictyozamites indicus,species,Dictyozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Dictyozamites sahnii,species,Dictyozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Discisporites triassicus,species,Discisporites,,,,,1,
Distriomonosaccites rotatus,species,Distriomonosaccites,,,,,1,
Divaripunctites globosus,species,Divaripunctites,,,,,1,
Divaripunctites plicatus,species,Divaripunctites,,,,,1,
Divisisporites ovalis,species,Divisisporites,,,,Embryophyta,1,
Doratophyllum senii,species,Doratophyllum,,,,Cycadophyta,1,
Duplicisporites serenus,species,Duplicisporites,,,,,1,
Echinostrobus,genus,Echinostrobus,,Coniferales,,Gymnospermae,1,
Elatocladus jabalpurensis,species,Elatocladus,Podocarpaceae,Coniferales,,Gymnospermae,1,
Elatocladus sahnii,species,Elatocladus,Podocarpaceae,Coniferales,,Gymnospermae,1,
Elatocladus tenerrima,species,Elatocladus,Podocarpaceae,Coniferales,,Gymnospermae,1,
Enzonalasporites,genus,Enzonalasporites,,,,Gymnospermae,1,
Erlansonisporites mineri,species,Erlansonisporites,,,,Lycophyta,1,
Eupunctisporites,genus,Eupunctisporites,,,,,1,
Faboidea,genus,Faboidea,Fabaceae,Fabales,,Angiospermae,1,
Fascisvarioxylon mehtae,species,Fascisvarioxylon,,Cycadales,Cycadopsida,Cycadophyta,1,
Faunipollenites bharadwajii,species,Faunipollenites,,,,,1,
Faunipollenites gopadensis,species,Faunipollenites,,,,,1,
Faunipollenites parvus,species,Faunipollenites,,,,,1,
Faunipollenites varius,species,Faunipollenites,,,,,1,
Foveotriletes foveolus,species,Foveotriletes,,,Lycopsida,Pteridophyta,1,
Foveotriletes triangulus,species,Foveotriletes,,,Lycopsida,Pteridophyta,1,
Gangamopteris cyclopteroides,species,Gangamopteris,,,Dictyopteridiopsida,Peltaspermophyta,1,
Ghoshiasporites didecus,species,Ghoshiasporites,,,,,1,
Ginkgoites crassipes,species,Ginkgoites,,,,Ginkgophyta,1,
Ginkgocycadophytus asymmetricus,species,Ginkgocycadophytus,,,,,1,
Ginkgocycadophytus reticulatus,species,Ginkgocycadophytus,,,,,1,
Ginkgocycadophytus srivastavae,species,Ginkgocycadophytus,,,,,1,
Ginkgoites feistmantelii,species,Ginkgoites,,,,Ginkgophyta,1,
Ginkgoretectina ovalis,species,Ginkgoretectina,,,,,1,
Ginkgoretectina vastus,species,Ginkgoretectina,,,,,1,
Gleichenia gleichenoides,species,Gleichenia,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Gleichenia bosahii,species,Gleichenia,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Gleichenia rewahensis,species,Gleichenia,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Gleichenia nordenskioeldi,species,Gleichenia,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Gleicheniidites indicus,species,Gleicheniidites,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Gleicheniidites microgranulosus,species,Gleicheniidites,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Gleicheniidites mundus,species,Gleicheniidites,Gleicheniaceae,,Polypodiopsida,Pteridophyta,1,
Glossopteris browniana,species,Glossopteris,,Arberiales,Arberiopsida,Peltaspermophyta,1,
Glossopteris communis,species,Glossopteris,,Arberiales,Arberiopsida,Peltaspermophyta,1,
Glossopteris bosei,species,Glossopteris,,Arberiales,Arberiopsida,Peltaspermophyta,1,
Glossopteris angustifolia,species,Glossopteris,,Arberiales,Arberiopsida,Peltaspermophyta,1,
Glossopteris papillosa,species,Glossopteris,,Arberiales,Arberiopsida,Peltaspermophyta,1,
Glossopteris senii,species,Glossopteris,,Arberiales,Arberiopsida,Peltaspermophyta,1,
Peckisphaera portezueloensis,species,Peckisphaera,Characeae,Charales,,Charophyta,1,
Gondwanipollenites decorus,species,Gondwanipollenites,,,,,1,
Gopadstriatites concavus,species,Gopadstriatites,,,,,1,
Gopadstriatites obliquus,species,Gopadstriatites,,,,,1,
Granuloperculatipollis flavatus,species,Granuloperculatipollis,,,,,1,
Granuloperculatipollis problematicus,species,Granuloperculatipollis,,,,,1,
Granuloperculatipollis subcircularis,species,Granuloperculatipollis,,,,,1,
Granuloperculatipollis triletus,species,Granuloperculatipollis,,,,,1,
Granulostriatites nidhpurensis,species,Granulostriatites,,,,,1,
Granulostriatites surangei,species,Granulostriatites,,,,,1,
Guptioxylon amarjolense,species,Guptioxylon,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Gynkgaletes,genus,Gynkgaletes,,,,,1,
Hexacolpites,genus,Hexacolpites,,,,Magnoliophyta,1,
Hexacolporites,genus,Hexacolporites,,,,,1,
Hydrocotyle,genus,Hydrocotyle,,Apiales,,Angiospermae,1,
Hymenophyllites bunburyanus,species,Hymenophyllites,,Filicales,Polypodiopsida,Pteridophyta,1,
Hymenozonotriletes,genus,Hymenozonotriletes,,,,,1,
Inaperturopollenites indicus,species,Inaperturopollenites,,Cupressales,Equisetopsida,Equisetophyta,1,
Indophyllum nipanica,species,Indophyllum,,Coniferales,,Gymnospermae,1,
Indophyllum raoi,species,Indophyllum,,Coniferales,,Gymnospermae,1,
Indophyllum sahnii,species,Indophyllum,,Coniferales,,Gymnospermae,1,
Indusiisporites microsaccatus,species,Indusiisporites,,,,Gymnospermae,1,
Iniquiornatisporis suryanarayanae,species,Iniquiornatisporis,,,,,1,
Ischyosporites irregularis,species,Ischyosporites,,,Pteridopsida,Pteridophyta,1,
Katrolaites kutchensis,species,Katrolaites,,,,,1,
Laricoidites communis,species,Laricoidites,,,Gymnospermopsida,Tracheophyta,1,
Laricoidites indicus,species,Laricoidites,,,Gymnospermopsida,Tracheophyta,1,
Laricoidites kutchensis,species,Laricoidites,,,Gymnospermopsida,Tracheophyta,1,
Lattisosporites superbus,species,Lattisosporites,,,,,1,
Leschikisporis indicus,species,Leschikisporis,,,,,1,
Leschikisporis rudis,species,Leschikisporis,,,,,1,
Lophotriletes pseudogranus,species,Lophotriletes,,,,,1,
Lunatisporites gopadensis,species,Lunatisporites,,,,,1,
Selaginellites gracilis,species,Selaginellites,,,,Lycopodophyta,1,
Lycoxylon indicum,species,Lycoxylon,,Lycopodiales,Lycopodiopsida,Lycopodiophyta,1,
Taeniopteris feddeni,species,Taeniopteris,,Cycadales,Cycadopsida,Cycadophyta,1,
Pterophyllum princeps,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Macrotaeniopteris morrisii,species,Macrotaeniopteris,,,,Cycadophyta,1,
Taeniopteris oldhamii,species,Taeniopteris,,Cycadales,Cycadopsida,Cycadophyta,1,
Podostrobus rajmahalensis,species,Podostrobus,,Coniferales,,Gymnospermae,1,
Masculostrobus rajmahalensis,species,Masculostrobus,,,,Spermatophyta,1,
Podostrobus sahnii,species,Podostrobus,,Coniferales,,Gymnospermae,1,
Podostrobus,genus,Podostrobus,,Coniferales,,Gymnospermae,1,
Nipanioruha granthia,species,Nipanioruha,,Coniferales,,Gymnospermae,1,
Mehtaia nipaniensis,species,Mehtaia,,Coniferales,,Gymnospermae,1,
Mehtaia rajmahalensis,species,Mehtaia,,Coniferales,,Gymnospermae,1,
Mehtaia santalensis,species,Mehtaia,,Coniferales,,Gymnospermae,1,
Mesembrioxylon indicum,species,Mesembrioxylon,Podocarpaceae,Coniferales,,Gymnospermae,1,
Mesembrioxylon malerianum,species,Mesembrioxylon,Podocarpaceae,Coniferales,,Gymnospermae,1,
Mesembrioxylon rajmahalense,species,Mesembrioxylon,Podocarpaceae,Coniferales,,Gymnospermae,1,
Mesembrioxylon sarmae,species,Mesembrioxylon,Podocarpaceae,Coniferales,,Gymnospermae,1,
Mesembrioxylon tirumangalense,species,Mesembrioxylon,Podocarpaceae,Coniferales,,Gymnospermae,1,
Mesembrioxylon trichinopoliense,species,Mesembrioxylon,Podocarpaceae,Coniferales,,Gymnospermae,1,
Minerisporites mesosporeoides,species,Minerisporites,,Isoetales,Lycopodiopsida,Lycopodiophyta,1,
Monocolpopites,genus,Monocolpopites,,,,,1,
Monolites grandis,species,Monolites,,,Pteridopsida,Pteridophyta,1,
Monolites intragranulosus,species,Monolites,,,Pteridopsida,Pteridophyta,1,
Monosulcites couperi,species,Monosulcites,,,,Angiospermae,1,
Morrisia mcclellandi,species,Morrisia,,,,Cycadophyta,1,
Nidipollenites monoletus,species,Nidipollenites,,,,,1,
Pterophyllum distans,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Pterophyllum kingianum,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Nilssonia princeps,species,Nilsonia,,Cycadales,Cycadopsida,Cycadophyta,1,
Pterophyllum guptai,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Nipadites,genus,Nipadites,Arecaceae,,,Angiospermae,1,
Nipaniophyllum raoi,species,Nipaniophyllum,,Pentoxylales,Ginkgoopsida,Ginkgophyta,1,
Nipanioruha curvifolia,species,Nipanioruha,,Coniferales,,Gymnospermae,1,
Nipanioruha lanceolata,species,Nipanioruha,,Coniferales,,Gymnospermae,1,
Nipaniostrobus aciculifolia,species,Nipaniostrobus,,Coniferales,,Gymnospermae,1,
Nipaniostrobus pagiophylloides,species,Nipaniostrobus,,Coniferales,,Gymnospermae,1,
Nipaniostrobus sahnii,species,Nipaniostrobus,,Coniferales,,Gymnospermae,1,
Nipanioxylon guptai,species,Nipanioxylon,,Pentoxylales,Ginkgoopsida,Ginkgophyta,1,
Nitellites sahnii,species,Nitellites,Characeae,Charales,,Charophyta,1,
Cordaites spatulata,species,Cordaites,,Cordaitanthales,Pinopsida,Spermatophyta,1,
Nymphaeaceaepites rarispina,species,Nymphaeaceaepites,Nymphaeaceae,Nymphaeales,,Angiospermae,1,
Nymphaeaceaepites,genus,Nymphaeaceaepites,Nymphaeaceae,Nymphaeales,,Angiospermae,1,
Oleandridium stenoneuron,species,Oleandridium,,Filicales,Polypodiopsida,Pteridophyta,1,
Ontheanthus polyandra,species,Ontheanthus,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Cycadophytites florini,species,Ontheodendron,,,,Cycadophyta,1,
Ontheostrobus sessilis,species,Ontheostrobus,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Onychiopsis paradoxus,species,Onychiopsis,Polypodiaceae,,Polypodiopsida,Pteridophyta,1,
Osmundacaulis sahnii,species,Osmundacaulis,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Osmundacidites formosus,species,Osmundacidites,,,Pteridopsida,Pteridophyta,1,
Osmundacidites indicus,species,Osmundacidites,,,Pteridopsida,Pteridophyta,1,
Osmundacidites microgranifer,species,Osmundacidites,,,Pteridopsida,Pteridophyta,1,
Osmundacidites minutus,species,Osmundacidites,,,Pteridopsida,Pteridophyta,1,
Osmundacidites panchetensis,species,Osmundacidites,,,Pteridopsida,Pteridophyta,1,
Osmundasporites,genus,Osmundasporites,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Osmundacaulis rajmahalense,species,Osmundacaulis,Osmundaceae,,Polypodiopsida,Pteridophyta,1,
Otozamites acutifolius,species,Otozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Otozamites angustatus,species,Otozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Otozamites vemavaramensis,species,Otozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Otozamites hislopii,species,Otozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Otozamites imbricatus,species,Otozamites,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Ptilophyllum rarinervis,species,Ptilophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Oudhkusumites foveolatus,species,Oudhkusumites,,,,,1,
Pachyphyllum,genus,Pachyphyllum,,,,Pteridophyta,1,
Retinosporites indica,species,Retinosporites,,Coniferales,,Gymnospermae,1,
Pagiophyllum araucaroides,species,Pagiophyllum,Araucariaceae,,Equisetopsida,Equisetophyta,1,
Palmaepites,genus,Palmaepites,Arecaceae,,,Angiospermae,1,
Palmocarpon takliensis,species,Palmocarpon,Arecaceae,,,Angiospermae,1,
Halymenites,genus,Halymenites,,,Algae,,1,
Palmoxylon rewahense,species,Palmoxylon,Arecaceae,,,Angiospermae,1,
Parsorophyllum indicum,species,Parsorophyllum,,Filicales,Polypodiopsida,Pteridophyta,1,
Paucibaculisporites increbescense,species,Paucibaculisporites,,,,,1,
Pecopteris concinna,species,Pecopteris,,,Pteropsida,Pteridophyta,1,
Pecopteris lobata,species,Pecopteris,,,Pteropsida,Pteridophyta,1,
Pentoxylon sahnii,species,Pentoxylon,,Pentoxylales,Ginkgoopsida,Ginkgophyta,1,
Planisporites parvus,species,Planisporites,,,Lycopsida,Pteridophyta,1,
Platysaccus crassimarginatus,species,Platysaccus,Podocarpaceae,Coniferales,,Gymnospermae,1,
Platysaccus tenuis,species,Platysaccus,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites alareticulosus,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites cristiexinus,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites grandis,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites major,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites novus,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites rarus,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podocarpidites typicus,species,Podocarpidites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podosporites raoi,species,Podosporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podosporites tripakshi,species,Podosporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Podosporites variabilis,species,Podosporites,Podocarpaceae,Coniferales,,Gymnospermae,1,
Harrisiophyllum hacketioides,species,Harrisiophyllum,,Coniferales,,Gymnospermae,1,
Pterophyllum medlicottianum,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Polypodiaceoisporites speciosus,species,Polypodiaceoisporites,,,Pteridopsida,Pteridophyta,1,
Polypodiaceaesporites,genus,Polypodiaceaesporites,Polypodiaceae,,Polypodiopsida,Pteridophyta,1,
Praecolpatites nidpurensis,species,Praecolpatites,,,,,1,
Praecolpatites,genus,Praecolpatites,,,,,1,
Protoconiferus,genus,Protoconiferus,,,,,1,
Protopinus angustisulcus,species,Protopinus,,,,,1,
Pterophyllum footeanum,species,Pterophyllum,,Bennettitales,Pteropsida,Gymnospermae,1,dataset_interno_ordine_to_classe
Pseudocycadeoidea indica,species,Pseudocycadeoidea,,Cycadeoideales,Cycadeoideopsida,Cycadeoideophyta,1,
