occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,lat,lng,cc,state,formation,geological_group,phylum,class,order,family,genus,mid_ma,period_group,has_valid_coords,dataset_type,continente,order_raggruppato,categoria,possibile_aviano_residuo
330841,30962,Cladophlebis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330842,30962,Clathropteris,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,,Polypodiaceae,Clathropteris,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330843,30962,Coniopteris,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,203.55,Triassico,True,Plantae,Europa,Cyatheales,Pianta,False
330844,30962,Ctenozamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Cycadophyta,Cycadopsida,Cycadales,,Ctenozamites,203.55,Triassico,True,Plantae,Europa,Cycadales,Altro/Non Classificato,False
330845,30962,Czekanowskia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Czekanowskia,203.55,Triassico,True,Plantae,Europa,Czekanowskiales,Altro/Non Classificato,False
330846,30962,Desmiophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,,Desmiophyllum,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330847,30962,Desmiophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,,Desmiophyllum,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330848,30962,Dictyophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Dictyophyllum,203.55,Triassico,True,Plantae,Europa,Gleicheniales,Pianta,False
330849,30962,Dictyophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Dictyophyllum,203.55,Triassico,True,Plantae,Europa,Gleicheniales,Pianta,False
330850,30962,Dictyophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Dictyophyllum,203.55,Triassico,True,Plantae,Europa,Gleicheniales,Pianta,False
330851,30962,Hausmannia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Hausmannia,203.55,Triassico,True,Plantae,Europa,Gleicheniales,Pianta,False
330852,30962,Hausmannia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Hausmannia,203.55,Triassico,True,Plantae,Europa,Gleicheniales,Pianta,False
330853,30962,Lepidopteris,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Peltaspermophyta,Peltaspermopsida,Peltaspermales,Peltaspermaceae,Lepidopteris,203.55,Triassico,True,Plantae,Europa,Peltaspermales,Altro/Non Classificato,False
330854,30962,Nilsonia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Cycadophyta,Cycadopsida,Cycadales,,Nilsonia,203.55,Triassico,True,Plantae,Europa,Cycadales,Altro/Non Classificato,False
330855,30962,Osmundopsis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,,Osmundaceae,Osmundopsis,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330856,30962,Phoenicopsis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Phoenicopsis,203.55,Triassico,True,Plantae,Europa,Czekanowskiales,Altro/Non Classificato,False
330857,30962,Pityophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gnetophyta,Gnetopsida,,,Pityophyllum,203.55,Triassico,True,Plantae,Europa,,Altro/Non Classificato,False
330858,30962,Podozamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330859,30962,Podozamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330860,30962,Podozamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330861,30962,Podozamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330862,30962,Podozamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330863,30962,Podozamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330864,30962,Podozamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330865,30962,Podozamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,Podocarpaceae,Podozamites,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330866,30962,Pseudotorellia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,,,,,Pseudotorellia,203.55,Triassico,True,Plantae,Europa,,Altro/Non Classificato,False
330867,30962,Pterophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Pterophyllum,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330868,30962,Pterophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Pterophyllum,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330869,30962,Pterophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Pterophyllum,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330870,30962,Pterophyllum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Pterophyllum,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330871,30962,Rhizomopteris,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,Filicales,,Rhizomopteris,203.55,Triassico,True,Plantae,Europa,Filicales,Pianta,False
330872,30962,Rhizomopteris,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,Filicales,,Rhizomopteris,203.55,Triassico,True,Plantae,Europa,Filicales,Pianta,False
330873,30962,Sagenopteris,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Ginkgophyta,Ginkgoopsida,Caytoniales,Caytoniaceae,Sagenopteris,203.55,Triassico,True,Plantae,Europa,Altro,Altro/Non Classificato,False
330874,30962,Sphenobaiera,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,,Sphenobaiera,203.55,Triassico,True,Plantae,Europa,Ginkgoales,Altro/Non Classificato,False
330875,30962,Swedenborgia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Coniferophyta,,,,Swedenborgia,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330876,30962,Swedenborgia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Coniferophyta,,,,Swedenborgia,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330877,30962,Taeniopteris,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Cycadophyta,Cycadopsida,Cycadales,,Taeniopteris,203.55,Triassico,True,Plantae,Europa,Cycadales,Altro/Non Classificato,False
330878,30962,Taeniopteris,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Cycadophyta,Cycadopsida,Cycadales,,Taeniopteris,203.55,Triassico,True,Plantae,Europa,Cycadales,Altro/Non Classificato,False
330879,30962,Todites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,Polypodiopsida,,Osmundaceae,Todites,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330880,30962,Toretzia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Toretziaceae,Toretzia,203.55,Triassico,True,Plantae,Europa,Ginkgoales,Altro/Non Classificato,False
330881,30962,Toretzia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Toretziaceae,Toretzia,203.55,Triassico,True,Plantae,Europa,Ginkgoales,Altro/Non Classificato,False
330882,30962,Zamites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Zamites,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330883,30962,Ixostrobus,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Ixostrobus,203.55,Triassico,True,Plantae,Europa,Czekanowskiales,Altro/Non Classificato,False
330886,30962,Conites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Cycadeoideophyta,Cycadeoideopsida,Cycadeoideales,,Conites,203.55,Triassico,True,Plantae,Europa,Altro,Altro/Non Classificato,False
330887,30962,Cycadocarpidium,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Coniferophyta,,,,Cycadocarpidium,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330888,30962,Cycadocarpidium,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Coniferophyta,,,,Cycadocarpidium,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330889,30962,Cycadocarpidium,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Coniferophyta,,,,Cycadocarpidium,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330890,30962,Cycadolepis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Cycadolepis,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330891,30962,Cycadolepis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Cycadolepis,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330892,30962,Cycadolepis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Cycadolepis,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330893,30962,Cycadolepis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Cycadolepis,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330894,30962,Masculostrobus,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Spermatophyta,,,,Masculostrobus,203.55,Triassico,True,Plantae,Europa,,Altro/Non Classificato,False
330895,30962,Weltrichia,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Bennettitales,,Weltrichia,203.55,Triassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330896,30962,Carpolithus,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Angiospermae,,,,Carpolithus,203.55,Triassico,True,Plantae,Europa,,Altro/Non Classificato,False
330897,30962,Carpolithus,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Angiospermae,,,,Carpolithus,203.55,Triassico,True,Plantae,Europa,,Altro/Non Classificato,False
330898,30962,Hydropterangium,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Pteridophyta,,,,Hydropterangium,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330899,30962,Peltaspermum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Peltaspermophyta,Peltaspermopsida,Peltaspermales,Peltaspermaceae,Peltaspermum,203.55,Triassico,True,Plantae,Europa,Peltaspermales,Altro/Non Classificato,False
330900,30962,Pityospermum,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,,,,,Pityospermum,203.55,Triassico,True,Plantae,Europa,,Altro/Non Classificato,False
330901,30962,Samaropsis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,,Samaropsis,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330902,30962,Samaropsis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,,Samaropsis,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330903,30962,Samaropsis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,,Samaropsis,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330904,30962,Samaropsis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,,Samaropsis,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330905,30962,Samaropsis,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Gymnospermae,,Coniferales,,Samaropsis,203.55,Triassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330907,30962,Sarmatiella,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Cycadophyta,Cycadopsida,Cycadales,,Sarmatiella,203.55,Triassico,True,Plantae,Europa,Cycadales,Altro/Non Classificato,False
330908,30962,Thallites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Bryophyta,Hepaticae,,,Thallites,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330909,30962,Thallites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Bryophyta,Hepaticae,,,Thallites,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330910,30962,Thallites,genus,Rhaetian,,205.7,201.4,48.599998,37.400002,UA,,Novorayskaya Suite,,Bryophyta,Hepaticae,,,Thallites,203.55,Triassico,True,Plantae,Europa,,Pianta,False
330911,30963,Equisetites,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Pteridophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetites,164.85,Giurassico,True,Plantae,Europa,Equisetales,Pianta,False
330912,30963,Brachyphyllum,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Equisetophyta,Equisetopsida,,Araucariaceae,Brachyphyllum,164.85,Giurassico,True,Plantae,Europa,,Altro/Non Classificato,False
330913,30963,Cladophlebis,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,164.85,Giurassico,True,Plantae,Europa,,Pianta,False
330914,30963,Coniopteris,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,164.85,Giurassico,True,Plantae,Europa,Cyatheales,Pianta,False
330915,30963,Cupressus,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Gymnospermae,,Coniferales,Cupressaceae,Cupressus,164.85,Giurassico,True,Plantae,Europa,Coniferales,Altro/Non Classificato,False
330916,30963,Nilsonia,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Cycadophyta,Cycadopsida,Cycadales,,Nilsonia,164.85,Giurassico,True,Plantae,Europa,Cycadales,Altro/Non Classificato,False
330917,30963,Nilssoniopteris,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Gymnospermae,,Bennettitales,,Nilssoniopteris,164.85,Giurassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330918,30963,Pagiophyllum,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Equisetophyta,Equisetopsida,,Araucariaceae,Pagiophyllum,164.85,Giurassico,True,Plantae,Europa,,Altro/Non Classificato,False
330919,30963,Phoenicopsis,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Phoenicopsis,164.85,Giurassico,True,Plantae,Europa,Czekanowskiales,Altro/Non Classificato,False
330920,30963,Pityophyllum,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Gnetophyta,Gnetopsida,,,Pityophyllum,164.85,Giurassico,True,Plantae,Europa,,Altro/Non Classificato,False
330921,30963,Pityophyllum,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Gnetophyta,Gnetopsida,,,Pityophyllum,164.85,Giurassico,True,Plantae,Europa,,Altro/Non Classificato,False
330922,30963,Pityophyllum,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Gnetophyta,Gnetopsida,,,Pityophyllum,164.85,Giurassico,True,Plantae,Europa,,Altro/Non Classificato,False
330923,30963,Pterophyllum,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Gymnospermae,,Bennettitales,,Pterophyllum,164.85,Giurassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330924,30963,Ptilophyllum,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Gymnospermae,,Bennettitales,,Ptilophyllum,164.85,Giurassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330925,30963,Ptilophyllum,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Gymnospermae,,Bennettitales,,Ptilophyllum,164.85,Giurassico,True,Plantae,Europa,Bennettitales,Altro/Non Classificato,False
330926,30963,Sphenopteris,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Gymnospermae,Lyginopteridopsida,Lyginopteridales,,Sphenopteris,164.85,Giurassico,True,Plantae,Europa,Altro,Altro/Non Classificato,False
330927,30963,Sciadopitytes,genus,Bathonian,Callovian,168.2,161.5,50.099998,24.299999,UA,,Nesterov Suite,,Spermatophyta,Pinopsida,Pinales,Taxodiaceae,Sciadopitytes,164.85,Giurassico,True,Plantae,Europa,Pinales,Pianta,False
330934,30965,Neocalamites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Equisetales,Calamitaceae,Neocalamites,188.05,Triassico,True,Plantae,Asia,Equisetales,Pianta,False
330935,30965,Neocalamites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Equisetales,Calamitaceae,Neocalamites,188.05,Triassico,True,Plantae,Asia,Equisetales,Pianta,False
330936,30965,Baiera,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Baiera,188.05,Triassico,True,Plantae,Asia,Ginkgoales,Altro/Non Classificato,False
330937,30965,Cladophlebis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330938,30965,Cladophlebis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330939,30965,Cladophlebis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330940,30965,Cladophlebis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330941,30965,Cladophlebis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330942,30965,Cladophlebis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,,,Cladophlebis,188.05,Triassico,True,Plantae,Asia,,Pianta,False
330943,30965,Coniopteris,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,188.05,Triassico,True,Plantae,Asia,Cyatheales,Pianta,False
330944,30965,Coniopteris,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,188.05,Triassico,True,Plantae,Asia,Cyatheales,Pianta,False
330945,30965,Coniopteris,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,188.05,Triassico,True,Plantae,Asia,Cyatheales,Pianta,False
330946,30965,Coniopteris,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,188.05,Triassico,True,Plantae,Asia,Cyatheales,Pianta,False
330947,30965,Coniopteris,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Coniopteris,188.05,Triassico,True,Plantae,Asia,Cyatheales,Pianta,False
330948,30965,Ctenis,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Ctenis,188.05,Triassico,True,Plantae,Asia,Altro,Pianta,False
330949,30965,Czekanowskia,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,Ginkgoopsida,Czekanowskiales,,Czekanowskia,188.05,Triassico,True,Plantae,Asia,Czekanowskiales,Altro/Non Classificato,False
330950,30965,Dictyophyllum,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Pteridophyta,Polypodiopsida,Gleicheniales,Dipteridaceae,Dictyophyllum,188.05,Triassico,True,Plantae,Asia,Gleicheniales,Pianta,False
330951,30965,Elatides,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Spermatophyta,Pinopsida,Pinales,Taxaceae,Elatides,188.05,Triassico,True,Plantae,Asia,Pinales,Pianta,False
330953,30965,Ginkgoites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,,,,Ginkgoites,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330954,30965,Ginkgoites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,,,,Ginkgoites,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330955,30965,Ginkgoites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,,,,Ginkgoites,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330956,30965,Ginkgoites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,,,,Ginkgoites,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330957,30965,Ginkgoites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,,,,Ginkgoites,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330958,30965,Ginkgoites,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Ginkgophyta,,,,Ginkgoites,188.05,Triassico,True,Plantae,Asia,,Altro/Non Classificato,False
330959,30965,Nilsonia,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Cycadophyta,Cycadopsida,Cycadales,,Nilsonia,188.05,Triassico,True,Plantae,Asia,Cycadales,Altro/Non Classificato,False
330960,30965,Nilsonia,genus,Hettangian,Toarcian,201.4,174.7,41.0,73.199997,UZ,,Kok-Yangak Suite,,Cycadophyta,Cycadopsida,Cycadales,,Nilsonia,188.05,Triassico,True,Plantae,Asia,Cycadales,Altro/Non Classificato,False
