occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,lat,lng,cc,state,formation,geological_group,phylum,class,order,family,genus,mid_ma,period_group,has_valid_coords,dataset_type,continente,order_raggruppato,categoria,possibile_aviano_residuo
150854,13411,Theropoda,unranked clade,Cenomanian,Santonian,100.5,83.6,43.938889,101.331947,MN,Omnogov,Baynshire,,Chordata,Reptilia,,,,92.05,Cretaceo,True,Dinosauria,Asia,,Altro/Non Classificato,False
150855,13411,Hadrosauridae,family,Cenomanian,Santonian,100.5,83.6,43.938889,101.331947,MN,Omnogov,Baynshire,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,92.05,Cretaceo,True,Dinosauria,Asia,Ornithischia,Erbivoro,False
154974,13776,Ankylosauridae,family,Middle Campanian,Late Campanian,83.6,72.2,43.487499,101.125,MN,Omnogov,Baruungoyot,,Chordata,Ornithischia,Ornithischia,Ankylosauridae,,77.9,Cretaceo,True,Dinosauria,Asia,Ornithischia,Erbivoro,False
154975,13777,Bagaceratops rozhdestvenskyi,species,Middle Campanian,Late Campanian,83.6,72.2,43.25,99.75,MN,Omnogov,Baruungoyot,,Chordata,Ornithischia,Ornithischia,Protoceratopsidae,Bagaceratops,77.9,Cretaceo,True,Dinosauria,Asia,Ornithischia,Erbivoro,False
154986,13776,Gobipteryx minuta,species,Middle Campanian,Late Campanian,83.6,72.2,43.487499,101.125,MN,Omnogov,Baruungoyot,,Chordata,Reptilia,,,Gobipteryx,77.9,Cretaceo,True,Dinosauria,Asia,,Altro/Non Classificato,False
154987,13776,Dendroolithus,genus,Middle Campanian,Late Campanian,83.6,72.2,43.487499,101.125,MN,Omnogov,Baruungoyot,,Chordata,Reptilia,,Phaceloolithidae,Dendroolithus,77.9,Cretaceo,True,Dinosauria,Asia,,Altro/Non Classificato,False
162544,14404,Eolambia caroljonesa,species,Early Cenomanian,,100.5,93.9,38.799999,-111.169998,US,Utah,Cedar Mountain,Dakota,Chordata,Ornithischia,Ornithischia,,Eolambia,97.2,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219923,22637,Megaloolithus jabalpurensis,species,Early Campanian,Middle Campanian,83.6,72.2,-37.883331,-68.51667,AR,Neuquén,Anacleto,Neuquén,Chordata,Saurischia,,Megaloolithidae,Megaloolithus,77.9,Cretaceo,True,Dinosauria,Sud America,,Altro/Non Classificato,False
219925,22638,Ceratopsidae,family,Late Maastrichtian,,72.2,66.0,43.3494,-104.482002,US,Wyoming,Lance,,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,69.1,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219926,22638,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0,43.3494,-104.482002,US,Wyoming,Lance,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,69.1,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219927,22638,Saurischia,unranked clade,Late Maastrichtian,,72.2,66.0,43.3494,-104.482002,US,Wyoming,Lance,,Chordata,Saurischia,,,,69.1,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
219931,22638,Pachycephalosauridae,family,Late Maastrichtian,,72.2,66.0,43.3494,-104.482002,US,Wyoming,Lance,,Chordata,Ornithischia,Ornithischia,Pachycephalosauridae,,69.1,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219935,22640,Ceratopsidae,family,Late Campanian,,83.6,72.2,50.814999,-111.324501,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Ceratopsidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219965,22645,Iguanodon bernissartensis,species,Barremian,Early Aptian,125.77,119.57,50.476002,3.65,BE,Hainaut,Sainte-Barbe Clays,Wealden,Chordata,Ornithischia,Ornithischia,,Iguanodon,122.66999999999999,Cretaceo,True,Dinosauria,Europa,Ornithischia,Erbivoro,False
219971,22648,Diplodocus longus,species,Kimmeridgian,Tithonian,154.8,143.1,42.017776,-106.048615,US,Wyoming,Morrison,,Chordata,Saurischia,Saurischia,Diplodocidae,Diplodocus,148.95,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
219972,22648,Camarasaurus,genus,Kimmeridgian,Tithonian,154.8,143.1,42.017776,-106.048615,US,Wyoming,Morrison,,Chordata,Saurischia,Saurischia,Camarasauridae,Camarasaurus,148.95,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
219973,22648,Stegosaurus stenops,species,Kimmeridgian,Tithonian,154.8,143.1,42.017776,-106.048615,US,Wyoming,Morrison,,Chordata,Ornithischia,Ornithischia,Stegosauridae,Stegosaurus,148.95,Giurassico,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219974,22648,Brontosaurus excelsus,species,Kimmeridgian,Tithonian,154.8,143.1,42.017776,-106.048615,US,Wyoming,Morrison,,Chordata,Saurischia,Saurischia,Diplodocidae,Brontosaurus,148.95,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
219975,22648,Allosaurus fragilis,species,Kimmeridgian,Tithonian,154.8,143.1,42.017776,-106.048615,US,Wyoming,Morrison,,Chordata,Reptilia,Saurischia,Allosauridae,Allosaurus,148.95,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro/Incertezza,False
219978,22650,Diplodocidae,unranked clade,Late Kimmeridgian,,152.21,149.2,43.380001,-108.120003,US,Wyoming,Morrison,,Chordata,Saurischia,Saurischia,Diplodocidae,,150.70499999999998,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
219979,22650,Apatosaurinae,subfamily,Late Kimmeridgian,,152.21,149.2,43.380001,-108.120003,US,Wyoming,Morrison,,Chordata,Saurischia,Saurischia,Diplodocidae,,150.70499999999998,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
219980,22650,Camarasaurus lentus,species,Late Kimmeridgian,,152.21,149.2,43.380001,-108.120003,US,Wyoming,Morrison,,Chordata,Saurischia,Saurischia,Camarasauridae,Camarasaurus,150.70499999999998,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
219990,22652,Prosaurolophus maximus,species,Late Campanian,,83.6,72.2,48.630001,-113.75,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,Prosaurolophus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219991,22652,Saurischia,unranked clade,Late Campanian,,83.6,72.2,48.630001,-113.75,US,Montana,Two Medicine,Montana,Chordata,Saurischia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
219992,22653,Maiasaura peeblesorum,species,Middle Campanian,,83.6,72.2,48.633301,-113.75,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,Maiasaura,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219993,22653,Orodromeus makelai,species,Middle Campanian,,83.6,72.2,48.633301,-113.75,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Thescelosauridae,Orodromeus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219994,22653,Theropoda,unranked clade,Middle Campanian,,83.6,72.2,48.633301,-113.75,US,Montana,Two Medicine,Montana,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
219997,22654,Hadrosauridae,family,Late Campanian,,83.6,72.2,50.728848,-111.525871,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
219998,22654,Tyrannosauridae,family,Late Campanian,,83.6,72.2,50.728848,-111.525871,CA,Alberta,Dinosaur Park,Belly River,Chordata,Reptilia,Saurischia,Tyrannosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
219999,22654,Ornithomimidae,family,Late Campanian,,83.6,72.2,50.728848,-111.525871,CA,Alberta,Dinosaur Park,Belly River,Chordata,Reptilia,Saurischia,Ornithomimidae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
220000,22654,Nodosaurus,genus,Late Campanian,,83.6,72.2,50.728848,-111.525871,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Nodosauridae,Nodosaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220001,22654,Ornithischia,unranked clade,Late Campanian,,83.6,72.2,50.728848,-111.525871,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Erbivoro,False
220003,22656,Hadrosauridae,family,Late Campanian,,83.6,72.2,50.734207,-111.513893,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220004,22656,Chasmosaurus,genus,Late Campanian,,83.6,72.2,50.734207,-111.513893,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Ceratopsidae,Chasmosaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220008,22657,Hadrosauridae,family,Late Campanian,,83.6,72.2,50.727234,-111.524582,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220009,22657,Tyrannosaurus rex,species,Late Campanian,,83.6,72.2,50.727234,-111.524582,CA,Alberta,Dinosaur Park,Belly River,Chordata,Reptilia,Saurischia,Tyrannosauridae,Tyrannosaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
220010,22657,Centrosaurus apertus,species,Late Campanian,,83.6,72.2,50.727234,-111.524582,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Ceratopsidae,Centrosaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220011,22657,Velociraptor,genus,Late Campanian,,83.6,72.2,50.727234,-111.524582,CA,Alberta,Dinosaur Park,Belly River,Chordata,Reptilia,Saurischia,Dromaeosauridae,Velociraptor,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
220012,22657,Nodosauridae,family,Late Campanian,,83.6,72.2,50.727234,-111.524582,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Nodosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220027,22659,Chasmosaurus,genus,Late Campanian,,83.6,72.2,50.750553,-111.484657,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Ceratopsidae,Chasmosaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220028,22659,Gorgosaurus libratus,species,Late Campanian,,83.6,72.2,50.750553,-111.484657,CA,Alberta,Dinosaur Park,Belly River,Chordata,Reptilia,Saurischia,Tyrannosauridae,Gorgosaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
220029,22659,Tyrannosauridae,family,Late Campanian,,83.6,72.2,50.750553,-111.484657,CA,Alberta,Dinosaur Park,Belly River,Chordata,Reptilia,Saurischia,Tyrannosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
220033,22663,Megapnosaurus rhodesiensis,species,Hettangian,Sinemurian,201.4,192.9,-16.216667,30.1,ZW,Matabeleland North,Forest Sandstone,,Chordata,Reptilia,Saurischia,Coelophysidae,Megapnosaurus,197.15,Triassico,True,Dinosauria,Africa,Saurischia,Erbivoro/Incertezza,False
220038,22665,Kotasaurus yamanpalliensis,species,Sinemurian,Pliensbachian,199.5,184.2,19.106924,79.845581,IN,Telangana,Kota,Gondwana,Chordata,Saurischia,Saurischia,,Kotasaurus,191.85,Giurassico,True,Dinosauria,Asia,Saurischia,Erbivoro/Incertezza,False
220055,22678,Diplodocus,genus,Late Kimmeridgian,Tithonian,152.21,143.1,43.630001,-108.199997,US,Wyoming,Morrison,,Chordata,Saurischia,Saurischia,Diplodocidae,Diplodocus,147.655,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
220056,22678,Camarasaurus,genus,Late Kimmeridgian,Tithonian,152.21,143.1,43.630001,-108.199997,US,Wyoming,Morrison,,Chordata,Saurischia,Saurischia,Camarasauridae,Camarasaurus,147.655,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
220057,22678,Stegosaurus,genus,Late Kimmeridgian,Tithonian,152.21,143.1,43.630001,-108.199997,US,Wyoming,Morrison,,Chordata,Ornithischia,Ornithischia,Stegosauridae,Stegosaurus,147.655,Giurassico,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220058,22678,Allosaurus,genus,Late Kimmeridgian,Tithonian,152.21,143.1,43.630001,-108.199997,US,Wyoming,Morrison,,Chordata,Reptilia,Saurischia,Allosauridae,Allosaurus,147.655,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro/Incertezza,False
220059,22678,Camptosaurus,genus,Late Kimmeridgian,Tithonian,152.21,143.1,43.630001,-108.199997,US,Wyoming,Morrison,,Chordata,Ornithischia,Ornithischia,,Camptosaurus,147.655,Giurassico,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220060,22678,Barosaurus,genus,Late Kimmeridgian,Tithonian,152.21,143.1,43.630001,-108.199997,US,Wyoming,Morrison,,Chordata,Saurischia,Saurischia,Diplodocidae,Barosaurus,147.655,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
220070,22680,Plateosaurus trossingensis,species,Norian,,227.3,205.7,47.5,8.016667,CH,Aargau,Klettgau,Keuper,Chordata,Saurischia,Saurischia,Plateosauridae,Plateosaurus,216.5,Triassico,True,Dinosauria,Europa,Saurischia,Erbivoro/Incertezza,False
220073,22680,Liliensternus,genus,Norian,,227.3,205.7,47.5,8.016667,CH,Aargau,Klettgau,Keuper,Chordata,Reptilia,Saurischia,,Liliensternus,216.5,Triassico,True,Dinosauria,Europa,Saurischia,Erbivoro/Incertezza,False
220082,22683,Plateosaurus trossingensis,species,Norian,,227.3,205.7,48.066669,8.65,DE,Baden-Württemberg,Löwenstein,Keuper,Chordata,Saurischia,Saurischia,Plateosauridae,Plateosaurus,216.5,Triassico,True,Dinosauria,Europa,Saurischia,Erbivoro/Incertezza,False
220084,22683,Liliensternus,genus,Norian,,227.3,205.7,48.066669,8.65,DE,Baden-Württemberg,Löwenstein,Keuper,Chordata,Reptilia,Saurischia,,Liliensternus,216.5,Triassico,True,Dinosauria,Europa,Saurischia,Erbivoro/Incertezza,False
220085,22684,Prosauropoda,unranked clade,Rhaetian,,205.7,201.4,51.897499,11.073611,DE,Sachsen-Anhalt,Trossingen,Keuper,Chordata,Saurischia,,,,203.55,Triassico,True,Dinosauria,Europa,,Altro/Non Classificato,False
220087,22684,Liliensternus,genus,Rhaetian,,205.7,201.4,51.897499,11.073611,DE,Sachsen-Anhalt,Trossingen,Keuper,Chordata,Reptilia,Saurischia,,Liliensternus,203.55,Triassico,True,Dinosauria,Europa,Saurischia,Erbivoro/Incertezza,False
220090,22685,Velociraptor mongoliensis,species,Late Campanian,,83.6,72.2,44.25,103.333336,MN,Omnogov,Djadokhta,,Chordata,Reptilia,Saurischia,Dromaeosauridae,Velociraptor,77.9,Cretaceo,True,Dinosauria,Asia,Saurischia,Carnivoro,False
220091,22685,Protoceratops andrewsi,species,Late Campanian,,83.6,72.2,44.25,103.333336,MN,Omnogov,Djadokhta,,Chordata,Ornithischia,Ornithischia,Protoceratopsidae,Protoceratops,77.9,Cretaceo,True,Dinosauria,Asia,Ornithischia,Erbivoro,False
220095,22687,Hypsilophodon foxii,species,Barremian,,125.77,121.4,50.700001,-1.25,UK,England,,Wealden,Chordata,Ornithischia,Ornithischia,Hypsilophodontidae,Hypsilophodon,123.58500000000001,Cretaceo,True,Dinosauria,Europa,Ornithischia,Erbivoro,False
220096,22689,Prosaurolophus maximus,species,Late Campanian,,83.6,72.2,48.633301,-113.75,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,Prosaurolophus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220097,22689,Hypacrosaurus stebingeri,species,Late Campanian,,83.6,72.2,48.633301,-113.75,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,Hypacrosaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220098,22689,Gryposaurus,genus,Late Campanian,,83.6,72.2,48.633301,-113.75,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,Gryposaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220099,22689,Troodon formosus,species,Late Campanian,,83.6,72.2,48.633301,-113.75,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Saurischia,Troodontidae,Troodon,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
220100,22689,Daspletosaurus horneri,species,Late Campanian,,83.6,72.2,48.633301,-113.75,US,Montana,Two Medicine,Montana,Chordata,Reptilia,Saurischia,Tyrannosauridae,Daspletosaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
220108,22691,Theropoda,unranked clade,Middle Campanian,,83.6,72.2,48.479202,-112.701118,US,Montana,Two Medicine,Montana,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
220109,22691,Maiasaura peeblesorum,species,Middle Campanian,,83.6,72.2,48.479202,-112.701118,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Hadrosauridae,Maiasaura,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220112,22692,Theropoda,unranked clade,Late Campanian,,83.6,72.2,48.910831,-112.640831,US,Montana,Two Medicine,Montana,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
220113,22692,Ankylosauridae,family,Late Campanian,,83.6,72.2,48.910831,-112.640831,US,Montana,Two Medicine,Montana,Chordata,Ornithischia,Ornithischia,Ankylosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220114,22693,Theropoda,unranked clade,Late Campanian,,83.6,72.2,48.966599,-112.650002,US,Montana,Two Medicine,Montana,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
220116,22695,Hadrosauridae,family,Late Campanian,,83.6,72.2,50.754803,-111.39872,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220119,22696,Hadrosauridae,family,Late Campanian,,83.6,72.2,50.781303,-111.325546,CA,Alberta,Dinosaur Park,Belly River,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220124,22699,Pachyrhinosaurus lakustai,species,Late Campanian,,83.6,72.2,55.0639,-119.108101,CA,Alberta,Wapiti,,Chordata,Ornithischia,Ornithischia,Ceratopsidae,Pachyrhinosaurus,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220125,22700,Ornithischia,unranked clade,Late Hauterivian,,132.6,125.77,50.956112,-0.116389,UK,England,Weald Clay,Wealden,Chordata,Ornithischia,,,,129.185,Cretaceo,True,Dinosauria,Europa,,Erbivoro,False
220148,22709,Theropoda,unranked clade,Middle Campanian,Late Campanian,83.6,72.2,29.138056,-103.196945,US,Texas,Aguja,,Chordata,Reptilia,,,,77.9,Cretaceo,True,Dinosauria,Nord America,,Altro/Non Classificato,False
220149,22709,Saurolophinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2,29.138056,-103.196945,US,Texas,Aguja,,Chordata,Ornithischia,Ornithischia,Hadrosauridae,,77.9,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220150,22709,Carnosauria,infraorder,Middle Campanian,Late Campanian,83.6,72.2,29.138056,-103.196945,US,Texas,Aguja,,Chordata,Reptilia,Avetheropoda,,,77.9,Cretaceo,True,Dinosauria,Nord America,Avetheropoda,Carnivoro,False
220162,22711,Allosaurus,genus,Tithonian,,149.2,143.1,40.423611,-109.205833,US,Utah,Morrison,,Chordata,Reptilia,Saurischia,Allosauridae,Allosaurus,146.14999999999998,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro/Incertezza,False
220163,22711,Diplodocus,genus,Tithonian,,149.2,143.1,40.423611,-109.205833,US,Utah,Morrison,,Chordata,Saurischia,Saurischia,Diplodocidae,Diplodocus,146.14999999999998,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
220164,22711,Stegosaurus,genus,Tithonian,,149.2,143.1,40.423611,-109.205833,US,Utah,Morrison,,Chordata,Ornithischia,Ornithischia,Stegosauridae,Stegosaurus,146.14999999999998,Giurassico,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220165,22711,Dryosaurus,genus,Tithonian,,149.2,143.1,40.423611,-109.205833,US,Utah,Morrison,,Chordata,Ornithischia,Ornithischia,Dryosauridae,Dryosaurus,146.14999999999998,Giurassico,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220166,22711,Camptosaurus,genus,Tithonian,,149.2,143.1,40.423611,-109.205833,US,Utah,Morrison,,Chordata,Ornithischia,Ornithischia,,Camptosaurus,146.14999999999998,Giurassico,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220190,22713,Convolosaurus marri,species,Late Aptian,,119.57,113.2,31.9722,-98.476303,US,Texas,Twin Mountains,Trinity,Chordata,Ornithischia,Ornithischia,Tenontosauridae,Convolosaurus,116.38499999999999,Cretaceo,True,Dinosauria,Nord America,Ornithischia,Erbivoro,False
220191,22713,Dromaeosaurinae,subfamily,Late Aptian,,119.57,113.2,31.9722,-98.476303,US,Texas,Twin Mountains,Trinity,Chordata,Reptilia,Saurischia,Dromaeosauridae,,116.38499999999999,Cretaceo,True,Dinosauria,Nord America,Saurischia,Carnivoro,False
220199,22717,Saurischia,unranked clade,Kimmeridgian,Tithonian,154.8,143.1,35.197208,-107.13279,US,New Mexico,Morrison,,Chordata,Saurischia,,,,148.95,Giurassico,True,Dinosauria,Nord America,,Altro/Non Classificato,False
220200,22717,Allosauridae,family,Kimmeridgian,Tithonian,154.8,143.1,35.197208,-107.13279,US,New Mexico,Morrison,,Chordata,Reptilia,Saurischia,Allosauridae,,148.95,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro/Incertezza,False
220201,22717,Diplodocidae,unranked clade,Kimmeridgian,Tithonian,154.8,143.1,35.197208,-107.13279,US,New Mexico,Morrison,,Chordata,Saurischia,Saurischia,Diplodocidae,,148.95,Giurassico,True,Dinosauria,Nord America,Saurischia,Erbivoro,False
220226,22727,Iguanodon bernissartensis,species,Late Barremian,Early Aptian,125.77,119.57,51.434166,8.632222,DE,Nordrhein-Westphalen,,,Chordata,Ornithischia,Ornithischia,,Iguanodon,122.66999999999999,Cretaceo,True,Dinosauria,Europa,Ornithischia,Erbivoro,False
220227,22727,Mantellisaurus atherfieldensis,species,Late Barremian,Early Aptian,125.77,119.57,51.434166,8.632222,DE,Nordrhein-Westphalen,,,Chordata,Ornithischia,Ornithischia,Iguanodontidae,Mantellisaurus,122.66999999999999,Cretaceo,True,Dinosauria,Europa,Ornithischia,Erbivoro,False
